unit_id	code	base	unit_idx	block_start	block_end	n_blocks	slice	status
P3.C.e6b0c711.u0	C	e6b0c711-8ee2-4f63-9f44-ffaa08906ea4	0	0	4	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__e6b0c711-8ee2-4f63-9f44-ffaa08906ea4__u0.blocks.jsonl	done
P3.C.e9666f84.u0	C	e9666f84-6568-4ce2-99bd-566230aa7c08	0	0	556	556	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__e9666f84-6568-4ce2-99bd-566230aa7c08__u0.blocks.jsonl	done
P3.C.eacc1083.u0	C	eacc1083-de2d-4219-8988-76fd0e15cf53	0	0	57	57	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__eacc1083-de2d-4219-8988-76fd0e15cf53__u0.blocks.jsonl	done
P3.C.ecb3c78c.u0	C	ecb3c78c-8e15-4411-8c16-746282e38107	0	0	80	80	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ecb3c78c-8e15-4411-8c16-746282e38107__u0.blocks.jsonl	done
P3.C.f25e5e8a.u0	C	f25e5e8a-6f12-4eb1-892c-6e5e1e537bac	0	0	141	141	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__f25e5e8a-6f12-4eb1-892c-6e5e1e537bac__u0.blocks.jsonl	done
P3.C.f6166956.u0	C	f6166956-ab00-4854-9bd2-04a8fba7d460	0	0	128	128	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__f6166956-ab00-4854-9bd2-04a8fba7d460__u0.blocks.jsonl	done
P3.C.f771598e.u0	C	f771598e-344e-46b7-9a24-9c4007c4bc8b	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__f771598e-344e-46b7-9a24-9c4007c4bc8b__u0.blocks.jsonl	done
P3.C.f7a5972f.u0	C	f7a5972f-2e19-45d3-815e-fefc4479cdcc	0	0	345	345	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__f7a5972f-2e19-45d3-815e-fefc4479cdcc__u0.blocks.jsonl	done
P3.C.fa5f14a2.u0	C	fa5f14a2-134a-4e64-96f5-f948db323bf5	0	0	397	397	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fa5f14a2-134a-4e64-96f5-f948db323bf5__u0.blocks.jsonl	done
P3.C.fab52053.u0	C	fab52053-5503-4f89-9a49-492c427ac5d5	0	0	530	530	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fab52053-5503-4f89-9a49-492c427ac5d5__u0.blocks.jsonl	done
P3.C.fab52053.u1	C	fab52053-5503-4f89-9a49-492c427ac5d5	1	530	826	296	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fab52053-5503-4f89-9a49-492c427ac5d5__u1.blocks.jsonl	done
P3.C.fbd2d649.u0	C	fbd2d649-4a0f-4ae4-bef7-763240b21b68	0	0	4	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fbd2d649-4a0f-4ae4-bef7-763240b21b68__u0.blocks.jsonl	done
P3.C.fdd2f418.u0	C	fdd2f418-754e-453f-b91e-dd6452f6bfbf	0	0	520	520	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fdd2f418-754e-453f-b91e-dd6452f6bfbf__u0.blocks.jsonl	done
P3.C.fdd2f418.u1	C	fdd2f418-754e-453f-b91e-dd6452f6bfbf	1	520	1083	563	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fdd2f418-754e-453f-b91e-dd6452f6bfbf__u1.blocks.jsonl	done
P3.C.fdd2f418.u2	C	fdd2f418-754e-453f-b91e-dd6452f6bfbf	2	1083	1218	135	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__fdd2f418-754e-453f-b91e-dd6452f6bfbf__u2.blocks.jsonl	done
P3.D.2eb2e01a.u0	D	2eb2e01a-9610-4648-ad4f-4bfb4c638245	0	0	464	464	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/D__2eb2e01a-9610-4648-ad4f-4bfb4c638245__u0.blocks.jsonl	done
P3.D.dc3068cc.u0	D	dc3068cc-e82a-4659-8bb1-e1b8b28d6d06	0	0	640	640	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/D__dc3068cc-e82a-4659-8bb1-e1b8b28d6d06__u0.blocks.jsonl	done
P3.D.dc3068cc.u1	D	dc3068cc-e82a-4659-8bb1-e1b8b28d6d06	1	640	1273	633	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/D__dc3068cc-e82a-4659-8bb1-e1b8b28d6d06__u1.blocks.jsonl	done
P3.D.f2bb643e.u0	D	f2bb643e-8e9c-413c-82cc-47ab1fc85bed	0	0	103	103	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/D__f2bb643e-8e9c-413c-82cc-47ab1fc85bed__u0.blocks.jsonl	done
P3.E.2a1bff76.u0	E	2a1bff76-a67f-4234-82e4-949db29ae909	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__2a1bff76-a67f-4234-82e4-949db29ae909__u0.blocks.jsonl	done
P3.E.3f6667af.u0	E	3f6667af-a71b-4366-b18a-270be4cace52	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__3f6667af-a71b-4366-b18a-270be4cace52__u0.blocks.jsonl	done
P3.E.3f6667af.u1	E	3f6667af-a71b-4366-b18a-270be4cace52	1	2	4	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__3f6667af-a71b-4366-b18a-270be4cace52__u1.blocks.jsonl	done
P3.E.3f6667af.u2	E	3f6667af-a71b-4366-b18a-270be4cace52	2	4	6	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__3f6667af-a71b-4366-b18a-270be4cace52__u2.blocks.jsonl	done
P3.E.3f6667af.u3	E	3f6667af-a71b-4366-b18a-270be4cace52	3	6	10	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__3f6667af-a71b-4366-b18a-270be4cace52__u3.blocks.jsonl	done
P3.E.3f6667af.u4	E	3f6667af-a71b-4366-b18a-270be4cace52	4	10	13	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__3f6667af-a71b-4366-b18a-270be4cace52__u4.blocks.jsonl	done
P3.E.5b5cf62a.u0	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	0	0	565	565	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u0.blocks.jsonl	done
P3.E.5b5cf62a.u1	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	1	565	698	133	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u1.blocks.jsonl	done
P3.E.5b5cf62a.u2	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	2	698	1270	572	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u2.blocks.jsonl	done
P3.E.5b5cf62a.u3	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	3	1270	1659	389	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u3.blocks.jsonl	done
P3.E.5b5cf62a.u4	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	4	1659	2221	562	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u4.blocks.jsonl	done
P3.E.5b5cf62a.u5	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	5	2221	2760	539	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u5.blocks.jsonl	done
P3.E.5b5cf62a.u6	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	6	2760	2763	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u6.blocks.jsonl	done
P3.E.5b5cf62a.u7	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	7	2763	2767	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u7.blocks.jsonl	done
P3.E.5b5cf62a.u8	E	5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb	8	2767	2776	9	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__5b5cf62a-1156-47f4-b5eb-79f73cfc4dbb__u8.blocks.jsonl	done
P3.E.7e4a532c.u0	E	7e4a532c-5a97-4838-9d91-c708ec7d8295	0	0	774	774	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__7e4a532c-5a97-4838-9d91-c708ec7d8295__u0.blocks.jsonl	done
P3.E.7e4a532c.u1	E	7e4a532c-5a97-4838-9d91-c708ec7d8295	1	774	1432	658	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__7e4a532c-5a97-4838-9d91-c708ec7d8295__u1.blocks.jsonl	done
P3.E.7e4a532c.u2	E	7e4a532c-5a97-4838-9d91-c708ec7d8295	2	1432	1607	175	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__7e4a532c-5a97-4838-9d91-c708ec7d8295__u2.blocks.jsonl	done
P3.E.995f2623.u0	E	995f2623-118b-4513-8486-fd900427a044	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__995f2623-118b-4513-8486-fd900427a044__u0.blocks.jsonl	done
P3.E.b75f9651.u0	E	b75f9651-6f88-4b95-9910-7391ab36415c	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__b75f9651-6f88-4b95-9910-7391ab36415c__u0.blocks.jsonl	done
P3.E.b75f9651.u1	E	b75f9651-6f88-4b95-9910-7391ab36415c	1	2	9	7	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/E__b75f9651-6f88-4b95-9910-7391ab36415c__u1.blocks.jsonl	done
P3.F.e1700ad7.u0	F	e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1	0	0	638	638	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/F__e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1__u0.blocks.jsonl	done
P3.F.e1700ad7.u1	F	e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1	1	638	679	41	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/F__e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1__u1.blocks.jsonl	done
P3.F.e1700ad7.u2	F	e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1	2	679	714	35	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/F__e1700ad7-cf7a-4838-a9b3-1ac9d8ec65d1__u2.blocks.jsonl	done
